[     317ms] [INFO] %cDownload the React DevTools for a better development experience: https://reactjs.org/link/react-devtools font-weight:bold @ http://127.0.0.1:4173/node_modules/.vite/deps/chunk-HCIN4FJ4.js?v=6ce9e59e:21606
[     766ms] [ERROR] Failed to load resource: the server responded with a status of 404 (Not Found) @ http://127.0.0.1:4173/favicon.ico:0
[  313381ms] [LOG] [vite] server connection lost. Polling for restart... @ http://127.0.0.1:4173/@vite/client:912
[  367751ms] [ERROR] WebSocket connection to 'ws://127.0.0.1:4173/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED @ http://127.0.0.1:4173/@vite/client:984
[  371257ms] [ERROR] WebSocket connection to 'ws://127.0.0.1:4173/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED @ http://127.0.0.1:4173/@vite/client:984
[  375510ms] [ERROR] WebSocket connection to 'ws://127.0.0.1:4173/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED @ http://127.0.0.1:4173/@vite/client:984
[  381170ms] [ERROR] WebSocket connection to 'ws://127.0.0.1:4173/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED @ http://127.0.0.1:4173/@vite/client:984
[  388145ms] [ERROR] WebSocket connection to 'ws://127.0.0.1:4173/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED @ http://127.0.0.1:4173/@vite/client:984
[  395658ms] [ERROR] WebSocket connection to 'ws://127.0.0.1:4173/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED @ http://127.0.0.1:4173/@vite/client:984
[  403438ms] [ERROR] WebSocket connection to 'ws://127.0.0.1:4173/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED @ http://127.0.0.1:4173/@vite/client:984
[  408471ms] [ERROR] WebSocket connection to 'ws://127.0.0.1:4173/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED @ http://127.0.0.1:4173/@vite/client:984
[  414982ms] [ERROR] WebSocket connection to 'ws://127.0.0.1:4173/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED @ http://127.0.0.1:4173/@vite/client:984
[  420967ms] [ERROR] WebSocket connection to 'ws://127.0.0.1:4173/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED @ http://127.0.0.1:4173/@vite/client:984
[  428543ms] [ERROR] WebSocket connection to 'ws://127.0.0.1:4173/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED @ http://127.0.0.1:4173/@vite/client:984
[  435562ms] [ERROR] WebSocket connection to 'ws://127.0.0.1:4173/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED @ http://127.0.0.1:4173/@vite/client:984
[  443178ms] [ERROR] WebSocket connection to 'ws://127.0.0.1:4173/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED @ http://127.0.0.1:4173/@vite/client:984
[  449151ms] [ERROR] WebSocket connection to 'ws://127.0.0.1:4173/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED @ http://127.0.0.1:4173/@vite/client:984
[  454101ms] [ERROR] WebSocket connection to 'ws://127.0.0.1:4173/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED @ http://127.0.0.1:4173/@vite/client:984
[  459523ms] [ERROR] WebSocket connection to 'ws://127.0.0.1:4173/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED @ http://127.0.0.1:4173/@vite/client:984
[  467491ms] [ERROR] WebSocket connection to 'ws://127.0.0.1:4173/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED @ http://127.0.0.1:4173/@vite/client:984
[  475493ms] [ERROR] WebSocket connection to 'ws://127.0.0.1:4173/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED @ http://127.0.0.1:4173/@vite/client:984
[  480656ms] [ERROR] WebSocket connection to 'ws://127.0.0.1:4173/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED @ http://127.0.0.1:4173/@vite/client:984
[  485810ms] [ERROR] WebSocket connection to 'ws://127.0.0.1:4173/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED @ http://127.0.0.1:4173/@vite/client:984
[  492376ms] [ERROR] WebSocket connection to 'ws://127.0.0.1:4173/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED @ http://127.0.0.1:4173/@vite/client:984
[  500395ms] [ERROR] WebSocket connection to 'ws://127.0.0.1:4173/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED @ http://127.0.0.1:4173/@vite/client:984
[  506786ms] [ERROR] WebSocket connection to 'ws://127.0.0.1:4173/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED @ http://127.0.0.1:4173/@vite/client:984
[  513111ms] [ERROR] WebSocket connection to 'ws://127.0.0.1:4173/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED @ http://127.0.0.1:4173/@vite/client:984
[  518216ms] [ERROR] WebSocket connection to 'ws://127.0.0.1:4173/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED @ http://127.0.0.1:4173/@vite/client:984
[  522978ms] [ERROR] WebSocket connection to 'ws://127.0.0.1:4173/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED @ http://127.0.0.1:4173/@vite/client:984
[  529977ms] [ERROR] WebSocket connection to 'ws://127.0.0.1:4173/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED @ http://127.0.0.1:4173/@vite/client:984
[  537711ms] [ERROR] WebSocket connection to 'ws://127.0.0.1:4173/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED @ http://127.0.0.1:4173/@vite/client:984
[  543066ms] [ERROR] WebSocket connection to 'ws://127.0.0.1:4173/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED @ http://127.0.0.1:4173/@vite/client:984
[  548810ms] [ERROR] WebSocket connection to 'ws://127.0.0.1:4173/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED @ http://127.0.0.1:4173/@vite/client:984
[  554026ms] [ERROR] WebSocket connection to 'ws://127.0.0.1:4173/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED @ http://127.0.0.1:4173/@vite/client:984
[  560708ms] [ERROR] WebSocket connection to 'ws://127.0.0.1:4173/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED @ http://127.0.0.1:4173/@vite/client:984
[  566663ms] [ERROR] WebSocket connection to 'ws://127.0.0.1:4173/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED @ http://127.0.0.1:4173/@vite/client:984
[  573976ms] [ERROR] WebSocket connection to 'ws://127.0.0.1:4173/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED @ http://127.0.0.1:4173/@vite/client:984
[  580797ms] [ERROR] WebSocket connection to 'ws://127.0.0.1:4173/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED @ http://127.0.0.1:4173/@vite/client:984
[  588112ms] [ERROR] WebSocket connection to 'ws://127.0.0.1:4173/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED @ http://127.0.0.1:4173/@vite/client:984
[  595854ms] [ERROR] WebSocket connection to 'ws://127.0.0.1:4173/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED @ http://127.0.0.1:4173/@vite/client:984
[  601555ms] [ERROR] WebSocket connection to 'ws://127.0.0.1:4173/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED @ http://127.0.0.1:4173/@vite/client:984
[  609378ms] [ERROR] WebSocket connection to 'ws://127.0.0.1:4173/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED @ http://127.0.0.1:4173/@vite/client:984
[  621720ms] [ERROR] WebSocket connection to 'ws://127.0.0.1:4173/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED @ http://127.0.0.1:4173/@vite/client:984
[  636232ms] [ERROR] WebSocket connection to 'ws://127.0.0.1:4173/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED @ http://127.0.0.1:4173/@vite/client:984
[  641258ms] [ERROR] WebSocket connection to 'ws://127.0.0.1:4173/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED @ http://127.0.0.1:4173/@vite/client:984
[  659980ms] [ERROR] WebSocket connection to 'ws://127.0.0.1:4173/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED @ http://127.0.0.1:4173/@vite/client:984
[  672347ms] [ERROR] WebSocket connection to 'ws://127.0.0.1:4173/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED @ http://127.0.0.1:4173/@vite/client:984
[  680841ms] [ERROR] WebSocket connection to 'ws://127.0.0.1:4173/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED @ http://127.0.0.1:4173/@vite/client:984
[  686725ms] [ERROR] WebSocket connection to 'ws://127.0.0.1:4173/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED @ http://127.0.0.1:4173/@vite/client:984
[  691399ms] [ERROR] WebSocket connection to 'ws://127.0.0.1:4173/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED @ http://127.0.0.1:4173/@vite/client:984
[  701918ms] [ERROR] WebSocket connection to 'ws://127.0.0.1:4173/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED @ http://127.0.0.1:4173/@vite/client:984
[  716150ms] [ERROR] WebSocket connection to 'ws://127.0.0.1:4173/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED @ http://127.0.0.1:4173/@vite/client:984
[  730040ms] [ERROR] WebSocket connection to 'ws://127.0.0.1:4173/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED @ http://127.0.0.1:4173/@vite/client:984
[  740740ms] [ERROR] WebSocket connection to 'ws://127.0.0.1:4173/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED @ http://127.0.0.1:4173/@vite/client:984
[  746102ms] [ERROR] WebSocket connection to 'ws://127.0.0.1:4173/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED @ http://127.0.0.1:4173/@vite/client:984
[  757304ms] [ERROR] WebSocket connection to 'ws://127.0.0.1:4173/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED @ http://127.0.0.1:4173/@vite/client:984
[  763119ms] [ERROR] WebSocket connection to 'ws://127.0.0.1:4173/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED @ http://127.0.0.1:4173/@vite/client:984
[  776390ms] [ERROR] WebSocket connection to 'ws://127.0.0.1:4173/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED @ http://127.0.0.1:4173/@vite/client:984
[  788537ms] [ERROR] WebSocket connection to 'ws://127.0.0.1:4173/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED @ http://127.0.0.1:4173/@vite/client:984
[  794941ms] [ERROR] WebSocket connection to 'ws://127.0.0.1:4173/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED @ http://127.0.0.1:4173/@vite/client:984
[  798723ms] [ERROR] WebSocket connection to 'ws://127.0.0.1:4173/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED @ http://127.0.0.1:4173/@vite/client:984
[  802926ms] [ERROR] WebSocket connection to 'ws://127.0.0.1:4173/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED @ http://127.0.0.1:4173/@vite/client:984
[  807626ms] [ERROR] WebSocket connection to 'ws://127.0.0.1:4173/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED @ http://127.0.0.1:4173/@vite/client:984
[  812037ms] [ERROR] WebSocket connection to 'ws://127.0.0.1:4173/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED @ http://127.0.0.1:4173/@vite/client:984
[  817711ms] [ERROR] WebSocket connection to 'ws://127.0.0.1:4173/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED @ http://127.0.0.1:4173/@vite/client:984
[  819280ms] [INFO] %cDownload the React DevTools for a better development experience: https://reactjs.org/link/react-devtools font-weight:bold @ http://127.0.0.1:4192/node_modules/.vite/deps/chunk-HCIN4FJ4.js?v=6ce9e59e:21606
[  888748ms] [LOG] [vite] server connection lost. Polling for restart... @ http://127.0.0.1:4192/@vite/client:912
[  888750ms] [ERROR] Failed to load resource: net::ERR_CONNECTION_RESET @ http://127.0.0.1:4192/src/styles.css?t=1785522085382:0
[  888752ms] [ERROR] [vite] Failed to reload /src/styles.css. This could be due to syntax errors or importing non-existent modules. (see errors above) @ http://127.0.0.1:4192/@vite/client:830
[  890833ms] [ERROR] WebSocket connection to 'ws://127.0.0.1:4192/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED @ http://127.0.0.1:4192/@vite/client:984
[  893926ms] [ERROR] WebSocket connection to 'ws://127.0.0.1:4192/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED @ http://127.0.0.1:4192/@vite/client:984
[  895818ms] [INFO] %cDownload the React DevTools for a better development experience: https://reactjs.org/link/react-devtools font-weight:bold @ http://127.0.0.1:4192/node_modules/.vite/deps/chunk-HCIN4FJ4.js?v=6ce9e59e:21606
[ 1031668ms] [LOG] [vite] server connection lost. Polling for restart... @ http://127.0.0.1:4192/@vite/client:912
[ 1031673ms] [ERROR] Failed to load resource: net::ERR_CONNECTION_RESET @ http://127.0.0.1:4192/src/components/TestimonialRail.tsx?t=1785522228285:0
[ 1031673ms] [ERROR] [vite] Failed to reload /src/components/TestimonialRail.tsx. This could be due to syntax errors or importing non-existent modules. (see errors above) @ http://127.0.0.1:4192/@vite/client:830
[ 1033729ms] [ERROR] WebSocket connection to 'ws://127.0.0.1:4192/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED @ http://127.0.0.1:4192/@vite/client:984
[ 1036786ms] [ERROR] WebSocket connection to 'ws://127.0.0.1:4192/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED @ http://127.0.0.1:4192/@vite/client:984
[ 1039850ms] [ERROR] WebSocket connection to 'ws://127.0.0.1:4192/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED @ http://127.0.0.1:4192/@vite/client:984
[ 1042915ms] [ERROR] WebSocket connection to 'ws://127.0.0.1:4192/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED @ http://127.0.0.1:4192/@vite/client:984
[ 1045990ms] [ERROR] WebSocket connection to 'ws://127.0.0.1:4192/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED @ http://127.0.0.1:4192/@vite/client:984
[ 1049077ms] [ERROR] WebSocket connection to 'ws://127.0.0.1:4192/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED @ http://127.0.0.1:4192/@vite/client:984
[ 1052139ms] [ERROR] WebSocket connection to 'ws://127.0.0.1:4192/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED @ http://127.0.0.1:4192/@vite/client:984
[ 1055743ms] [ERROR] WebSocket connection to 'ws://127.0.0.1:4192/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED @ http://127.0.0.1:4192/@vite/client:984
[ 1058820ms] [ERROR] WebSocket connection to 'ws://127.0.0.1:4192/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED @ http://127.0.0.1:4192/@vite/client:984
[ 1061910ms] [ERROR] WebSocket connection to 'ws://127.0.0.1:4192/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED @ http://127.0.0.1:4192/@vite/client:984
[ 1065020ms] [ERROR] WebSocket connection to 'ws://127.0.0.1:4192/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED @ http://127.0.0.1:4192/@vite/client:984
[ 1068196ms] [ERROR] WebSocket connection to 'ws://127.0.0.1:4192/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED @ http://127.0.0.1:4192/@vite/client:984
[ 1071469ms] [ERROR] WebSocket connection to 'ws://127.0.0.1:4192/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED @ http://127.0.0.1:4192/@vite/client:984
[ 1075219ms] [INFO] %cDownload the React DevTools for a better development experience: https://reactjs.org/link/react-devtools font-weight:bold @ http://127.0.0.1:4192/node_modules/.vite/deps/chunk-HCIN4FJ4.js?v=6ce9e59e:21606
[ 1219734ms] [LOG] [vite] server connection lost. Polling for restart... @ http://127.0.0.1:4192/@vite/client:912
[ 1221780ms] [ERROR] WebSocket connection to 'ws://127.0.0.1:4192/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED @ http://127.0.0.1:4192/@vite/client:984
[ 1224831ms] [ERROR] WebSocket connection to 'ws://127.0.0.1:4192/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED @ http://127.0.0.1:4192/@vite/client:984
[ 1227901ms] [ERROR] WebSocket connection to 'ws://127.0.0.1:4192/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED @ http://127.0.0.1:4192/@vite/client:984
[ 1230957ms] [ERROR] WebSocket connection to 'ws://127.0.0.1:4192/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED @ http://127.0.0.1:4192/@vite/client:984
[ 1234026ms] [ERROR] WebSocket connection to 'ws://127.0.0.1:4192/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED @ http://127.0.0.1:4192/@vite/client:984
[ 1237097ms] [ERROR] WebSocket connection to 'ws://127.0.0.1:4192/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED @ http://127.0.0.1:4192/@vite/client:984
[ 1240164ms] [ERROR] WebSocket connection to 'ws://127.0.0.1:4192/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED @ http://127.0.0.1:4192/@vite/client:984
[ 1243234ms] [ERROR] WebSocket connection to 'ws://127.0.0.1:4192/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED @ http://127.0.0.1:4192/@vite/client:984
[ 1246298ms] [ERROR] WebSocket connection to 'ws://127.0.0.1:4192/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED @ http://127.0.0.1:4192/@vite/client:984
[ 1249361ms] [ERROR] WebSocket connection to 'ws://127.0.0.1:4192/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED @ http://127.0.0.1:4192/@vite/client:984
[ 1252425ms] [ERROR] WebSocket connection to 'ws://127.0.0.1:4192/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED @ http://127.0.0.1:4192/@vite/client:984
[ 1255485ms] [ERROR] WebSocket connection to 'ws://127.0.0.1:4192/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED @ http://127.0.0.1:4192/@vite/client:984
[ 1258552ms] [ERROR] WebSocket connection to 'ws://127.0.0.1:4192/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED @ http://127.0.0.1:4192/@vite/client:984
[ 1261621ms] [ERROR] WebSocket connection to 'ws://127.0.0.1:4192/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED @ http://127.0.0.1:4192/@vite/client:984
[ 1264721ms] [ERROR] WebSocket connection to 'ws://127.0.0.1:4192/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED @ http://127.0.0.1:4192/@vite/client:984
[ 1267806ms] [ERROR] WebSocket connection to 'ws://127.0.0.1:4192/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED @ http://127.0.0.1:4192/@vite/client:984
[ 1270874ms] [ERROR] WebSocket connection to 'ws://127.0.0.1:4192/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED @ http://127.0.0.1:4192/@vite/client:984
[ 1273990ms] [ERROR] WebSocket connection to 'ws://127.0.0.1:4192/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED @ http://127.0.0.1:4192/@vite/client:984
[ 1279137ms] [ERROR] WebSocket connection to 'ws://127.0.0.1:4192/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED @ http://127.0.0.1:4192/@vite/client:984
[ 1285574ms] [ERROR] WebSocket connection to 'ws://127.0.0.1:4192/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED @ http://127.0.0.1:4192/@vite/client:984
[ 1291437ms] [ERROR] WebSocket connection to 'ws://127.0.0.1:4192/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED @ http://127.0.0.1:4192/@vite/client:984
[ 1296624ms] [ERROR] WebSocket connection to 'ws://127.0.0.1:4192/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED @ http://127.0.0.1:4192/@vite/client:984
[ 1302460ms] [ERROR] WebSocket connection to 'ws://127.0.0.1:4192/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED @ http://127.0.0.1:4192/@vite/client:984
[ 1309016ms] [ERROR] WebSocket connection to 'ws://127.0.0.1:4192/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED @ http://127.0.0.1:4192/@vite/client:984
[ 1315906ms] [ERROR] WebSocket connection to 'ws://127.0.0.1:4192/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED @ http://127.0.0.1:4192/@vite/client:984
[ 1320880ms] [ERROR] WebSocket connection to 'ws://127.0.0.1:4192/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED @ http://127.0.0.1:4192/@vite/client:984
[ 1327705ms] [ERROR] WebSocket connection to 'ws://127.0.0.1:4192/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED @ http://127.0.0.1:4192/@vite/client:984
[ 1333234ms] [ERROR] WebSocket connection to 'ws://127.0.0.1:4192/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED @ http://127.0.0.1:4192/@vite/client:984
[ 1339273ms] [ERROR] WebSocket connection to 'ws://127.0.0.1:4192/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED @ http://127.0.0.1:4192/@vite/client:984
[ 1343997ms] [ERROR] WebSocket connection to 'ws://127.0.0.1:4192/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED @ http://127.0.0.1:4192/@vite/client:984
[ 1351663ms] [ERROR] WebSocket connection to 'ws://127.0.0.1:4192/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED @ http://127.0.0.1:4192/@vite/client:984
[ 1357936ms] [ERROR] WebSocket connection to 'ws://127.0.0.1:4192/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED @ http://127.0.0.1:4192/@vite/client:984
[ 1365824ms] [ERROR] WebSocket connection to 'ws://127.0.0.1:4192/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED @ http://127.0.0.1:4192/@vite/client:984
[ 1372130ms] [ERROR] WebSocket connection to 'ws://127.0.0.1:4192/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED @ http://127.0.0.1:4192/@vite/client:984
[ 1379632ms] [ERROR] WebSocket connection to 'ws://127.0.0.1:4192/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED @ http://127.0.0.1:4192/@vite/client:984
[ 1387751ms] [ERROR] WebSocket connection to 'ws://127.0.0.1:4192/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED @ http://127.0.0.1:4192/@vite/client:984
[ 1395118ms] [ERROR] WebSocket connection to 'ws://127.0.0.1:4192/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED @ http://127.0.0.1:4192/@vite/client:984
[ 1400696ms] [ERROR] WebSocket connection to 'ws://127.0.0.1:4192/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED @ http://127.0.0.1:4192/@vite/client:984
[ 1405018ms] [ERROR] WebSocket connection to 'ws://127.0.0.1:4192/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED @ http://127.0.0.1:4192/@vite/client:984
[ 1412453ms] [ERROR] WebSocket connection to 'ws://127.0.0.1:4192/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED @ http://127.0.0.1:4192/@vite/client:984
[ 1418002ms] [ERROR] WebSocket connection to 'ws://127.0.0.1:4192/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED @ http://127.0.0.1:4192/@vite/client:984
[ 1424564ms] [ERROR] WebSocket connection to 'ws://127.0.0.1:4192/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED @ http://127.0.0.1:4192/@vite/client:984
[ 1429059ms] [ERROR] WebSocket connection to 'ws://127.0.0.1:4192/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED @ http://127.0.0.1:4192/@vite/client:984
[ 1436470ms] [ERROR] WebSocket connection to 'ws://127.0.0.1:4192/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED @ http://127.0.0.1:4192/@vite/client:984
[ 1441664ms] [ERROR] WebSocket connection to 'ws://127.0.0.1:4192/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED @ http://127.0.0.1:4192/@vite/client:984
[ 1448385ms] [ERROR] WebSocket connection to 'ws://127.0.0.1:4192/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED @ http://127.0.0.1:4192/@vite/client:984
[ 1454135ms] [ERROR] WebSocket connection to 'ws://127.0.0.1:4192/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED @ http://127.0.0.1:4192/@vite/client:984
[ 1459668ms] [ERROR] WebSocket connection to 'ws://127.0.0.1:4192/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED @ http://127.0.0.1:4192/@vite/client:984
